Brand,City,Country,Sum of Latitude,Sum of Longitude,Postcode,State/Province,Store Name,Store Number
Starbucks,Tamworth,GB,52.6,-1.61,B78 1SS,ENG,Tamworth - Centurion Services DT,24414-237889
Starbucks,Tamworth,GB,52.63,-1.7,B79 7ND,ENG,Compass Tamworth Snowdome,31680-134124
Starbucks,Tangerang,ID,-6.18,106.63,"",BT,Eka Hospital,18639-193784
Starbucks,Tangerang,ID,-6.17,106.64,"",JW,Bintaro Xchange,20603-199124
Starbucks,Tangerang,ID,-6.18,106.39,"",JW,The Breeze,27655-248316
Starbucks,Tangerang,ID,-6.07,106.41,15125,JW,Airport Hub,27658-248315
Starbucks,Tangerang,ID,-6.21,106.68,15144,BT,Rest Area KM 14,18976-197424
Starbucks,Tangerang,ID,-6.27,106.75,15224,BT,RS Premier Bintaro,15338-160346
Starbucks,Tangerang,ID,-6.27,106.74,15225,BT,Bintaro Plaza,3842-150708
Starbucks,Tangerang,ID,-6.26,106.66,15235,BT,Alam Sutera,16824-150713
Starbucks,Tangerang,ID,-6.26,106.66,15235,BT,Flavor Bliss,4137-153864
Starbucks,Tangerang,ID,-6.29,106.72,15414,JW,Rest Area KM 7+200,19462-199168
Starbucks,Tangerang,ID,-6.26,106.65,15810,BT,Gading Serpong Mall,31922-118770
Starbucks,Tangerang,ID,-6.23,106.61,15811,BT,New Supermall Karawaci - Debenhams,31008-143884
Starbucks,Tangerang,ID,-6.2,106.63,15811,JW,Books and Beyond Karawaci,22946-219444
Starbucks,Tangerang,ID,-6.12,106.67,19120,JW,Terminal 3 Ultimate Domestic Airsid,47726-259568
Starbucks,Taoyuan,TW,25.06,121.21,33758,TAO,TPE Taiwan Taoyuan Intl. AP - T1 -,18372-190344
Starbucks,Taoyuan City,TW,24.99,121.29,"",TAO,Geant Taoyuan,33449-97689
Starbucks,Taoyuan City,TW,25.01,121.32,"",TAO,Mitsukoshi-1F-Taoyuan Dayou,20720-208031
Starbucks,Taoyuan City,TW,24.99,121.29,"",TAO,Zhongshan  Taoyuan,25270-240422
Starbucks,Taoyuan City,TW,25.03,121.3,30044,TAO,Jing Guo 737,26719-245164
Starbucks,Taoyuan City,TW,24.97,121.26,32071,TAO,Huanzhong Zhongli,24279-236985
Starbucks,Taoyuan City,TW,24.9,121.21,32462,TAO,Pingzhen,47192-255146
Starbucks,Taoyuan City,TW,24.91,121.17,32665,TAO,Puxin Zhongshan N.-Yangmei,47627-259084
Starbucks,Taoyuan City,TW,24.99,121.31,330,TAO,FE21 Taoyuan-B1,31565-210384
Starbucks,Taoyuan City,TW,25.02,121.3,330,TAO,Jing Guo,31855-113445
Starbucks,Taoyuan City,TW,25.01,121.31,330,TAO,Tao Xing,30963-103105
Starbucks,Taoyuan City,TW,25,121.32,33040,TAO,Chenggong Taoyuan,25839-242691
Starbucks,Taoyuan City,TW,25.02,121.3,33041,TAO,Decor House-1F-Nankan,15804-165104
Starbucks,Taoyuan City,TW,25.04,121.3,33041,TAO,Taoyuan Railway Station 2F,28993-251586
Starbucks,Taoyuan City,TW,25.01,121.29,33053,TAO,Taoyuan Xianfu,17096-179326
Starbucks,Taoyuan City,TW,25.02,121.31,33066,TAO,Fuxing-Taoyuan,17432-181869
Starbucks,Taoyuan City,TW,25.04,121.39,33371,TAO,Wenqing A7-Guishan,50529-259086
Starbucks,Taoyuan City,TW,25,121.3,33744,TAO,Zhongzheng - Dayuan,27841-247927
Starbucks,Taoyuan County,TW,24.88,121.29,33542,TAO,Cihu Daxi,24797-239012
Starbucks,Taoyuan County,TW,25.06,121.21,33758,TAO,TPE - Taoyuan Intl Air.-T2-Concse S,17674-185104
Starbucks,Taplow,GB,51.52,-0.67,SL6 0QH,ENG,Taplow Sainsburys,12289-227665
Starbucks,Taranaki,NZ,-37.88,175.47,"",N,New Plymouth,33835-70721
Starbucks,Tarentum,US,40.57,-79.8,150843841,PA,"Pittsburgh Mills, Tarentum",11147-103817
Starbucks,Tarlac City,PH,15.43,120.6,0,3,Luisita Tarlac,33248-67862
Starbucks,Tarlac City,PH,15.48,120.6,2300,3,SM City Tarlac,9196-152624
Starbucks,Tarpon Springs,US,28.14,-82.74,346895446,FL,Tarpon Ave & US Hwy 19,3482-90583
Starbucks,Tarzana,US,34.17,-118.56,913563030,CA,Ventura Blvd & Shirley,11779-106400
Starbucks,Tarzana,US,34.17,-118.54,913563303,CA,Ventura & Yolanda,9074-139228
Starbucks,Tarzana,US,34.17,-118.53,913564201,CA,Vons-Tarzana #2066,74625-94036
Starbucks,Taunton,GB,51.02,-3.1,TA1 1QP,ENG,SSP Taunton,25422-240991
Starbucks,Taunton,US,41.88,-71.07,27806915,MA,Target Taunton T-1189,15819-163004
Starbucks,Taunton,US,41.88,-71.07,27806962,MA,Taunton Depot,7726-45399
Starbucks,Tauranga,NZ,-37.68,176.17,"",N,Tauranga,33833-66322
Starbucks,Taylor,US,42.2,-83.26,48180,MI,Southland Center - MI,29493-239368
Starbucks,Taylor,US,42.2,-83.26,481805215,MI,Eureka & Pardee,2872-75469
Starbucks,Taylors,US,34.94,-82.28,296875334,SC,Target Greer T-1937,76292-90929
Starbucks,Taylorsville,US,40.65,-111.94,841235375,UT,Plaza 5500- Taylorsville,10473-101353
Starbucks,TAYLORVILLE,US,39.56,-89.29,62568,IL,"Kroger Taylorville, Il #888",49730-265584
Starbucks,Taytay,PH,14.56,121.14,1920,40,SM Taytay,32611-136555
Starbucks,Teddington,GB,51.43,-0.33,TW11 8JD,ENG,Teddington - High Street,47935-260611
Starbucks,Tehachapi,US,35.13,-118.47,93561,CA,Albertsons - Tehachapi #6347,29356-237360
Starbucks,Tehachapi,US,35.13,-118.47,935612562,CA,"Tehachapi & Tucker, Tehachapi",8726-94570
Starbucks,Tekirdag,TR,36.81,36.24,"",34,Corlu,47365-257204
Starbucks,Telde,ES,27.94,-15.39,35071,CL,Las Palmas de Gran Canaria,2063-142827
Starbucks,Telford,GB,52.67,-2.45,TF3 4HS,ENG,Cineworld Telford,22878-225146
Starbucks,Telluride,US,37.93,-107.85,81435,CO,Hotel Madeline - Heritage Plaza Ret,20645-195365
Starbucks,Temecula,US,33.51,-117.13,92590,CA,Albertsons-Temecula #6706,73560-79487
Starbucks,Temecula,US,33.52,-117.16,92590,CA,Jefferson & Overland,5949-249209
Starbucks,Temecula,US,33.5,-117.15,925901892,CA,"Old Town Front & 6th, Temecula",9902-98297
Starbucks,Temecula,US,33.52,-117.16,92591,CA,Winchester & Ynez,5695-217005
Starbucks,Temecula,US,33.51,-117.1,925915121,CA,Rancho California & Meadows,10188-99477
Starbucks,Temecula,US,33.51,-117.15,925915282,CA,"Rancho California & Ynez, Temecula",7927-95613
Starbucks,Temecula,US,33.53,-117.15,925915525,CA,"Promenade In Temecula, Temecula",10145-98467
Starbucks,Temecula,US,33.54,-117.14,925918318,CA,"Winchester & Nicholas, Temecula",14486-119046
Starbucks,Temecula,US,33.48,-117.1,92592,CA,Albertsons-Temecula #6753,73500-69560
Starbucks,Temecula,US,33.48,-117.09,92592,CA,"Hwy 79 & Meadows Pkwy, Temecula",5884-33439
Starbucks,Temecula,US,33.48,-117.08,92592,CA,Ralphs Temecula #686,48888-245644
Starbucks,Temecula,US,33.48,-117.13,925924821,CA,"Hwy 79 & Pechanga, Temecula",8908-95240
Starbucks,Tempe,US,33.42,-111.94,85281,AZ,JP Morgan Chase Tempe,48697-255545
Starbucks,Tempe,US,33.43,-111.94,85281,AZ,Marina Heights Building A,29557-251387
Starbucks,Tempe,US,33.42,-111.93,85281,AZ,Noble Library,48692-252812
Starbucks,Tempe,US,33.41,-111.93,85281,AZ,Rural & Vista Del Cerro,19127-187664
Starbucks,Tempe,US,33.44,-111.96,852811277,AZ,"Priest & Washington, Tempe",7970-95703
Starbucks,Tempe,US,33.42,-111.93,852811324,AZ,Aramark ASU Memorial Union,75197-78022
Starbucks,Tempe,US,33.45,-111.93,852811517,AZ,"Scottsdale & McKellips, Tempe",9623-97419
Starbucks,Tempe,US,33.43,-111.91,852812255,AZ,Target Tempe NE T-2176,76805-96781
Starbucks,Tempe,US,33.43,-111.93,852812294,AZ,"Rural & Loop 202, Tempe",13214-103798
Starbucks,Tempe,US,33.43,-111.94,852812828,AZ,Mill Ave and 5th Street,5340-1014
Starbucks,Tempe,US,33.42,-111.95,852813463,AZ,"University & Hardy, Tempe",2837-90926
Starbucks,Tempe,US,33.42,-111.93,852815289,AZ,Aramark ASU Palo Verde East,75247-94352
Starbucks,Tempe,US,33.41,-111.97,85282,AZ,"55th St & Broadway, Tempe",23634-228544
Starbucks,Tempe,US,33.38,-111.96,85282,AZ,Arizona Mills,5468-1417
Starbucks,Tempe,US,33.39,-111.93,85282,AZ,Frys - Tempe #124,23522-230687
Starbucks,Tempe,US,33.38,-111.91,85282,AZ,Frys - Tempe #607,23521-230692
Starbucks,Tempe,US,33.38,-111.93,85282,AZ,Rural & Lakeshore,18890-177524
Starbucks,Tempe,US,33.41,-111.93,852821502,AZ,Safeway-Tempe #1487,74293-74772
Starbucks,Tempe,US,33.39,-111.91,852825603,AZ,"McClintock & Southern, Tempe",9996-96407
Starbucks,Tempe,US,33.38,-111.93,852827009,AZ,Rural & Baseline - Tempe,5560-1718
Starbucks,Tempe,US,33.36,-111.91,85283,AZ,Fry's - Tempe #22,21988-215864
Starbucks,Tempe,US,33.36,-111.93,852832912,AZ,Albertsons-Tempe AZ #940,73409-23371
Starbucks,Tempe,US,33.36,-111.91,852833298,AZ,Guadalupe & McClintock,5378-1012
Starbucks,Tempe,US,33.33,-111.91,85284,AZ,McClintock & Warner,21646-209784
Starbucks,Tempe,US,33.35,-111.96,852841024,AZ,"Elliot & Priest, Tempe",8103-95836
Starbucks,Tempe,US,33.35,-111.91,852841637,AZ,Safeway-Tempe #1535,74486-96937
Starbucks,Tempe,US,33.32,-111.93,852844116,AZ,Frys-Tempe #627,20279-173852
Starbucks,Tempe,US,33.42,-111.93,85287,AZ,Aramark ASU Business College,75178-78040
Starbucks,Tempe,US,33.42,-111.93,852879989,AZ,Aramark ASU Bookstore,75278-78041
Starbucks,Temple,US,40.4,-75.93,195601738,PA,Target Muhlengerg Township T-2302,76997-137359
Starbucks,Temple,US,31.07,-97.37,765021820,TX,31st & Dodgen,8633-92932
Starbucks,Temple,US,31.12,-97.41,76504,TX,West Adams & Hilliard,29043-252188
Starbucks,Temple,US,31.1,-97.36,765042437,TX,I-35 & Hwy. 53,6405-33839
Starbucks,Temple,US,31.09,-97.39,765045138,TX,Target Temple T-2278,76801-108114
Starbucks,Temple City,US,34.1,-118.07,917801830,CA,"Las Tunas & Rosemead, Temple City",6746-77940
Starbucks,Tendo,JP,38.34,140.36,994-0000,6,AEON MALLTendo,22159-218284
Starbucks,Tepebasi,TR,39.79,30.51,26170,26,Universite Caddesi,29608-254411
Starbucks,Tepic,MX,21.49,-104.87,63000,NAY,Forum Tepic,1917-134787
Starbucks,Tepic,MX,21.49,-104.89,63185,NAY,Tepic Shopping Center,23225-228833
Starbucks,Terrace,CA,54.52,-128.59,V8G 1R3,BC,Safeway - Terrace #126,79577-100502
Starbucks,Terre Haute,US,39.41,-87.41,47802,IN,US 41 & 7th,13952-108223
Starbucks,Terre Haute,US,39.43,-87.41,478023791,IN,US 41 & Margaret,2727-87505
Starbucks,Terre Haute,US,39.47,-87.38,478031506,IN,25th & Wabash,11505-104425
Starbucks,Terrell,US,32.72,-96.32,75160,TX,Hwy 20 & FM 148,25683-242127
Starbucks,Terrell,US,32.7,-96.28,75160,TX,I-20 & Hwy 34,9538-97148
Starbucks,Tewkesbury,GB,52,-2.12,GL20 8JN,ENG,Tewkesbury - Ashchurch A46,20857-208628
Starbucks,Texarkana,US,33.46,-94.04,71854,AR,N. State Line Ave & Arkansas Blvd.,20391-179504
Starbucks,Texarkana,US,33.46,-94.09,755032324,TX,I-30 & Richmond,8886-94179
Starbucks,Texas City,US,29.4,-94.95,775906512,TX,FM 1764 & Hwy 146,14501-114145
Starbucks,Texas City,US,29.42,-95.06,77591,TX,Galveston Premium Outlet Mall,18377-178325
Starbucks,Thalwil,CH,47.3,8.56,8800,ZH,Thalwil,40019-95179
Starbucks,Thành Phố Hồ Chí Minh,VN,10.79,106.68,0,SG,Nguyễn Văn Trỗi,48282-262438
Starbucks,Thành Phố Hồ Chí Minh,VN,10.77,106.69,70000,SG,Đề Thám,23925-226964
Starbucks,Thành Phố Hồ Chí Minh,VN,10.78,106.7,70000,SG,Đông Du,23633-223885
Starbucks,Thành Phố Hồ Chí Minh,VN,10.82,106.69,70000,SG,Emart,27082-246744
Starbucks,Thành Phố Hồ Chí Minh,VN,10.78,106.7,70000,SG,Kumho,25865-242710
Starbucks,Thành Phố Hồ Chí Minh,VN,10.75,106.67,70000,SG,Lakai,29695-254869
Starbucks,Thành Phố Hồ Chí Minh,VN,10.77,106.69,70000,SG,New World,18687-193924
Starbucks,Thành Phố Hồ Chí Minh,VN,10.77,106.7,70000,SG,Nguyễn Huệ,29047-252265
Starbucks,Thành Phố Hồ Chí Minh,VN,10.81,106.63,70000,SG,Pandora,24011-230014
Starbucks,Thành Phố Hồ Chí Minh,VN,10.72,106.71,70000,SG,Panorama,24010-226985
Starbucks,Thành Phố Hồ Chí Minh,VN,10.8,106.69,70000,SG,Phan Xich Long,24009-223886
Starbucks,Thành Phố Hồ Chí Minh,VN,10.78,106.7,70000,SG,President Place,18663-190626
Starbucks,Thành Phố Hồ Chí Minh,VN,10.78,106.7,70000,SG,Rex,21401-212072
Starbucks,Thành Phố Hồ Chí Minh,VN,10.8,106.72,70000,SG,SSG,27767-248666
Starbucks,Thành Phố Hồ Chí Minh,VN,10.81,106.66,70000,SG,Thành Phố Hồ Chí Minh,48731-264926
Starbucks,Thành Phố Hồ Chí Minh,VN,10.8,106.74,70000,SG,Thảo Điền,25346-240592
Starbucks,Thành Phố Hồ Chí Minh,VN,10.73,106.7,70000,SG,VivoCity,25378-234124
Starbucks,Thatcher,US,32.84,-109.74,855525446,AZ,Safeway-Thatcher #2648,79759-136613
Starbucks,The Colony,US,33.07,-96.89,750562808,TX,Main & 121,11306-103887
Starbucks,The Dalles,US,45.61,-121.2,97058,OR,The Dalles,21268-206225
Starbucks,The Dalles,US,45.6,-121.19,970583555,OR,Safeway-The Dalles #1489,74302-77220
Starbucks,The Dalles,US,45.61,-121.2,970583585,OR,Fred Meyer - The Dalles #372,79246-100439
Starbucks,The Villages,US,28.91,-81.97,321621675,FL,Sumter Landing,8949-94106
Starbucks,The Woodlands,US,30.17,-95.47,77380,TX,Hughes Landing & Lake Woodlands,23476-230504
Starbucks,The Woodlands,US,30.16,-95.46,77380,TX,Westin In The Woodlands,29631-248320
Starbucks,The Woodlands,US,30.16,-95.46,773801531,TX,Six Pines & Lake Woodlands,8887-94762
Starbucks,The Woodlands,US,30.17,-95.46,773803274,TX,Pinecroft & Lake Woodlands,6350-12250
Starbucks,The Woodlands,US,30.21,-95.53,77381,TX,Kroger-The Woodlands #732,72761-78306
Starbucks,The Woodlands,US,30.18,-95.54,773812591,TX,Woodlands & Kuykendahl,10654-101323
Starbucks,The Woodlands,US,30.17,-95.5,773813592,TX,Panther Creek & Woodlands Pkwy,6351-20622
Starbucks,The Woodlands,US,30.18,-95.48,773814384,TX,Research Forest & New Trails,14050-110645
Starbucks,The Woodlands,US,30.18,-95.54,773822575,TX,Kroger-The Woodlands #365,72879-86581
Starbucks,The Woodlands,US,30.19,-95.59,773822926,TX,Woodlands Pkwy & FM 2978,13988-110295
Starbucks,The Woodlands,US,30.23,-95.51,773844516,TX,Randalls-The Woodlands #2617,74570-82180
Starbucks,Thessaloniki,GR,40.63,22.94,"",B,Aristotelous Square,31828-104397
Starbucks,Thessaloniki,GR,40.63,22.95,"",B,Nikis White Tower,31227-105233
Starbucks,Thetford,GB,52.39,0.66,IP27 OYZ,ENG,Centre Parcs Elveden Poolside,15494-158984
Starbucks,Thiais,FR,48.76,2.39,94321,J,Belle Epine Village,13102-107618
Starbucks,Thiais,FR,48.76,2.37,94340,J,Belle Epine Shopping Center,13106-107306
Starbucks,Thibodaux,US,29.81,-90.82,703018070,LA,Canal & Glenwild,10596-101381
Starbucks,Thinford,GB,54.7,-1.57,DL17 8LD,ENG,Thinford - Durham Road DT,15851-163467
Starbucks,Thompson,CA,55.74,-97.85,R8N 0M2,MB,Safeway - Thompson #623,79631-107918
Starbucks,Thompsons Station,US,35.78,-86.91,371795366,TN,"Kroger-Thompson Station, TN #588",3055-142044
Starbucks,Thonburi,TH,13.71,100.48,10600,10,The Mall Tha Phra-Main Hall,2037-136505
Starbucks,Thornhill,CA,43.81,-79.4,L3T 5Z2,ON,7355 Bayview Ave,4307-1033
Starbucks,Thornhill,CA,43.82,-79.42,L3T 7L2,ON,7787 Yonge St,4645-99110
Starbucks,Thornton,US,40,-104.98,800238969,CO,168th & Washington- Thornton,9946-98432
Starbucks,Thornton,US,39.89,-104.98,80229,CO,King Soopers Thornton #24,21637-212584
Starbucks,Thornton,US,39.86,-105,802293681,CO,Safeway-Thornton #1873,74407-85001
Starbucks,Thornton,US,39.85,-104.98,802294805,CO,84th and Pearl-Thornton,9599-97632
Starbucks,Thornton,US,39.94,-104.94,80233,CO,136th & Colorado- Thornton,11479-100284
Starbucks,Thornton,US,39.88,-104.94,802334436,CO,Safeway - Thornton #892,73172-21492
Starbucks,Thornton,US,39.92,-104.97,802335711,CO,Super Target Thornton ST-1372,72647-48379
Starbucks,Thornton,US,39.91,-104.94,80241,CO,120th & Colorado-Thornton,6945-86206
Starbucks,Thornton,US,39.91,-104.99,80241,CO,I-25 & 120th-Thornton,9554-97218
Starbucks,Thornton,US,39.94,-104.94,80241,CO,King Soopers-Thornton #101,18537-92947
Starbucks,Thornton,US,39.91,-104.94,80241,CO,King Soopers-Thornton #68,73874-110989
Starbucks,Thousand Oaks,US,34.19,-118.91,91320,CA,Hillcrest & Ventu Park,8785-238824
Starbucks,Thousand Oaks,US,34.19,-118.94,91320,CA,Wendy & Grande Vista,5830-159944
Starbucks,Thousand Oaks,US,34.19,-118.93,913201190,CA,Target Thousand Oaks T-1100,76897-131630
Starbucks,Thousand Oaks,US,34.18,-118.92,913203393,CA,"Newbury & Kelly, Newbury Park",9790-98069
Starbucks,Thousand Oaks,US,34.23,-118.87,91360,CA,California Lutheran University/Thou,22799-210125
Starbucks,Thousand Oaks,US,34.18,-118.89,91360,CA,The Oaks Mall,19684-200324
Starbucks,Thousand Oaks,US,34.18,-118.88,913604425,CA,Moorpark & Hillcrest,5219-423
Starbucks,Thousand Oaks,US,34.2,-118.87,913605133,CA,Vons - Thousand Oaks #1610,74939-99028
Starbucks,Thousand Oaks,US,34.2,-118.87,913605175,CA,"Janss & Moorpark, Thousand Oaks",8746-94662
Starbucks,Thousand Oaks,US,34.18,-118.86,91362,CA,Thousand Oaks & Rancho,17656-175784
Starbucks,Thousand Oaks,US,34.21,-118.84,913621356,CA,Vons-Thousand Oaks #2092,74123-25647
Starbucks,Thousand Oaks,US,34.16,-118.82,913623807,CA,Westlake & Thousand Oaks,5445-863
Starbucks,Thousand Oaks,US,34.21,-118.84,913626145,CA,Avenida de Los Arboles & Erbes Rd,5492-1614
Starbucks,Thousand Oaks,US,34.18,-118.79,913775477,CA,Lindero Canyon & Kanan Rd,5628-197744
Starbucks,Thunburi,TH,13.99,100.62,12130,13,Future Park Rangsit,30797-100558
Starbucks,Thunder Bay,CA,48.43,-89.22,P7B 2Z3,ON,Safeway - Thunder Bay #664,74991-103263
Starbucks,Thunder Bay,CA,48.4,-89.24,P7B 3A6,ON,949 Fort William Road,4621-95876
Starbucks,Thunder Bay,CA,48.42,-89.24,P7B 3Z7,ON,Chapters - Thunder Bay,72124-3628
Starbucks,Thunder Bay,CA,48.45,-89.25,P7B 5J4,ON,Safeway - Thunder Bay #682,74993-103264
Starbucks,Thunder Bay,CA,48.38,-89.28,P7E 5P7,ON,Safeway - Thunder Bay #681,74992-102425
Starbucks,Thurrock,GB,51.49,0.28,RM20 2ZP,ENG,Lakeside - Level 2,12377-78822
Starbucks,Tifton,US,31.45,-83.53,317949491,GA,US Hwy 82 @ I-75,2854-90080
Starbucks,Tigard,US,45.44,-122.78,97223,OR,SW Greenburg & SW Shady Ln,24162-229345
Starbucks,Tigard,US,45.44,-122.81,972230802,OR,Scholls Ferry/Tigard,447-896
Starbucks,Tigard,US,45.43,-122.82,972232063,OR,Albertsons - Tigard #3542,73188-21449
Starbucks,Tigard,US,45.45,-122.78,972234448,OR,Washington Square,406-178
Starbucks,Tigard,US,45.45,-122.78,972234495,OR,Washington Square West Kiosk,10290-252065
Starbucks,Tigard,US,45.42,-122.78,972234833,OR,Tigard Marketplace,3366-51021
Starbucks,Tigard,US,45.44,-122.75,972238671,OR,Fred Meyer-Tigard #375,72232-35301
Starbucks,Tigard,US,45.44,-122.75,972238674,OR,North Tigard,3389-75082
Starbucks,Tigard,US,45.39,-122.75,97224,OR,Point at Bridgeport- Tualatin,10696-88066
Starbucks,Tigard,US,45.41,-122.79,972243522,OR,Safeway-Tigard (King City) #1478,74448-81040
Starbucks,Tigard,US,45.4,-122.8,972244053,OR,Tigard,418-2004
Starbucks,Tigre,AR,-34.4,-58.66,1670,B,Nordelta,3632-142527
Starbucks,Tijuana,MX,32.53,-117.02,"",BCN,Plaza Rio Tijuana,31931-113585
Starbucks,Tijuana,MX,32.51,-117.01,"",BCN,Tijuana Salinas,32133-113704
Starbucks,Tijuana,MX,32.53,-117.03,22010,BCN,Camino Real Tijuana,29033-252215
Starbucks,Tijuana,MX,32.51,-117,22024,BCN,Hipodromo Caliente,29669-254834
Starbucks,Tijuana,MX,32.52,-117.01,22320,BCN,Paseo de los Heroes,31869-114908
Starbucks,Tijuana,MX,32.51,-117.01,22420,BCN,Paseo Chapultepec Tijuana,21191-209751
Starbucks,Tijuana,MX,32.54,-116.98,22435,BCN,Aeropuerto Tijuana II,20439-205549
Starbucks,Tijuana,MX,32.54,-116.95,22435,BCN,Apto. Tijuana Exterior,28015-249492
Starbucks,Tijuana,MX,32.54,-116.98,22435,BCN,Tijuana Airport Inside,15298-159705
Starbucks,Tijuana,MX,32.53,-117.12,22700,BCN,Playas de Tijuana,32149-114975
Starbucks,Tijuana,MX,19.51,-99.23,22710,BCN,Macroplaza Tijuana,15296-159704
Starbucks,Tilburg,NL,51.56,5.04,5037 AB,NB,University of Tilburg,22653-223105
Starbucks,Tillamook,US,45.46,-123.85,971412216,OR,Safeway - Tillamook #2723,74956-99503
Starbucks,Tillamook,US,45.47,-123.85,971417725,OR,Fred Meyer-#377 Tillamook,79495-103827
Starbucks,Tillé,FR,49.46,2.11,60000,S,Beauvais Airport,27504-247884
Starbucks,Tilton,US,43.46,-71.56,32765235,NH,"Tilton, Tanger Outlet",10037-99639
Starbucks,Timisoara,RO,45.75,21.23,3000086,TM,Timisoara Piata Victoriei,49063-266764
Starbucks,Timisoara,RO,45.75,21.22,300088,TM,"Iulius Mall, Timisoara",2167-142065
Starbucks,Timisoara,RO,45.73,21.2,300517,TM,Timisoara Shopping City,47607-259067
Starbucks,Timonium,US,39.46,-76.64,210303334,MD,Cockeysville,8989-94176
Starbucks,Timonium,US,39.44,-76.63,21093,MD,Timonium Square,28147-250304
Starbucks,Timonium,US,39.43,-76.62,210935152,MD,Yorkridge Center,744-589
Starbucks,Tin Hau,CN,22.28,114.19,"",91,Tin Hau,16020-167645
Starbucks,Tinley Park,US,41.6,-87.79,604772098,IL,Tinley Park-159th & Harlem,14163-112146
Starbucks,Tinley Park,US,41.55,-87.8,604879361,IL,Super Target Tinley Park ST-2035,76478-97590
Starbucks,Tinmath,US,40.52,-104.99,80547,CO,Timnath - I25 and E. Harmony Rd,26207-240130
Starbucks,Tinton Falls,US,40.22,-74.09,7753,NJ,Jersey Shore Premium Outlets,22879-224644
Starbucks,Titusville,US,28.55,-80.85,32780,FL,SR 50 & I-95,27801-247008
Starbucks,Titusville,US,28.55,-80.84,327807865,FL,Target Titusville T-2269,76793-108132
Starbucks,Tlajomulco,MX,20.59,-103.44,45643,JAL,Palomar,16447-169209
Starbucks,Tlalnepantla,MX,19.52,-99.23,54055,MX,Mundo E,50448-241997
Starbucks,Tlalnepantla de Baz,MX,19.54,-99.2,54000,MX,Sor Juana,15892-165825
Starbucks,Tlaquepaque,MX,20.65,-103.32,44840,JAL,Forum Tlaquepaque,2158-121209
Starbucks,Tochigi,JP,36.32,139.81,323-0025,9,VAL Oyama,30496-165126
Starbucks,Tochigi,JP,36.29,139.6,327-0822,9,SANO PREMIUM OUTLETS,30452-83444
Starbucks,Toda,JP,35.81,139.68,335-0023,11,BEANS Todakoen,27507-247908
Starbucks,Toda,JP,35.83,139.65,335-0032,11,AEON MALL Kitatoda,30566-96814
Starbucks,Toin-cho,JP,35.06,136.58,511-0255,24,AEON MALL Toin,21199-209864
Starbucks,Tokai,JP,35.02,136.89,477-0031,23,RASPA Otagawa,25066-239834
Starbucks,Tokoname,JP,35.25,136.92,479-0881,23,Chubu Int'l Airport Centrair,30577-94973
Starbucks,Tokoname,JP,35.25,136.92,479-0881,23,Chubu Int'l Airport Centrair Bldg.,31537-111245
Starbucks,Tokoname,JP,35.25,136.92,479-0881,23,Chubu Int'l Airport Dept. Terminal,30578-95905
Starbucks,Tokorozawa,JP,35.81,139.45,359-1111,11,Shintokorozawa PARCO,30275-60299
Starbucks,Tokorozawa,JP,35.8,139.46,359-1118,11,Tokorozawa Keyakidai,19717-199787
Starbucks,Tokorozawa,JP,35.79,139.47,359-1123,11,Tokorozawa Station Bldg,8096-179344
Starbucks,Tokorozawa,JP,35.8,139.43,359-1152,11,Tokorozawa Kotesashi Bypass,48226-261610
Starbucks,Tokushima,JP,34.07,134.55,770-0831,36,Tokushima Station CLEMENT PLAZA,9049-151885
Starbucks,Tokushima,JP,34.05,134.55,770-8052,36,Tokushima Okinohama,15927-162424
